0 1
1 1
2 2
3 2
4 3
5 4
6 5
7 6
8 6
9 7
10 10
11 12
12 14
13 16
14 23
15 27
16 31
17 39
18 48
19 52
20 60
21 73
22 84
23 94
24 106
25 126
26 144
27 172
28 195
29 230
30 266
31 300
32 334
33 380
34 419
35 469
36 525
37 579
38 632
39 672
40 709
41 746
42 772
43 802
44 825
45 855
46 880
47 898
48 916
49 931
50 944
51 950
52 960
53 971
54 976
55 981
56 983
57 987
58 988
59 991
60 994
61 995
62 998
63 998
64 998
65 998
66 998
67 999
68 999
69 999
70 1000
