0 1
1 1
2 1
3 1
4 2
5 3
6 5
7 8
8 12
9 13
10 17
11 20
12 28
13 38
14 55
15 70
16 92
17 127
18 170
19 224
20 287
21 372
22 453
23 540
24 631
25 723
26 779
27 834
28 884
29 916
30 944
31 960
32 970
33 980
34 986
35 992
36 995
37 996
38 999
39 1000
