0 1
1 1
2 2
3 4
4 7
5 14
6 21
7 33
8 54
9 94
10 160
11 249
12 358
13 492
14 654
15 788
16 881
17 937
18 967
19 982
20 994
21 998
22 998
23 998
24 998
25 998
26 999
27 999
28 1000
